#
# rarity: 3
#
15031000	飯島 ゆん
15041000	八神 コウ
15051000	遠山 りん
15061000	桜 ねね
15071000	阿波根 うみこ
15081000	紅葉【お正月】
15091000	つばめ【バレンタイン】
15111000	星川 ほたる
16001000	本田 珠輝
16001010	珠輝【クリスマス】
16011000	藤川 歌夜
16021000	村上 椎奈
16031000	関 あやめ
16041000	布田 裕美音
16041010	裕美音【水着】
16051000	百武 照
16061000	飯野 水葉
16071000	池谷 乃々
17001000	千矢
17001010	千矢【バレンタイン】
17011000	巽 紺
17021000	雪見 小梅
17031000	棗 ノノ
17041000	色井 佐久
17051000	棗 ニナ
17061000	二条 臣
18001000	折部 やすな
18001010	やすな【水着】
18011000	ソーニャ
18011010	ソーニャ【クリスマス】
18021000	呉織 あぎり
19001000	高山 春香
19011000	園田 優
19021000	南 しずく
19031000	野田 コトネ
19031010	コトネ【水着】
19041000	池野 楓
19051000	飯塚 ゆず
19061000	乙川 澄
20001000	桜ノ宮 苺香
20001010	苺香【ひな祭り】
20011000	日向 夏帆
20021000	星川 麻冬
20031000	天野 美雨
20041000	神崎 ひでり
20051000	桜ノ宮 愛香
21001000	一之瀬 花名
21011000	千石 冠
21021000	十倉 栄依子
21021010	栄依子【水着】
21031000	百地 たまて
22001000	平沢 唯
22011000	秋山 澪
22021000	田井中 律
22021010	律【バレンタイン】
22031000	琴吹 紬
22041000	中野 梓
22051000	平沢 憂
23001000	志摩 リン
23011000	各務原 なでしこ
23021000	大垣 千明
23031000	犬山 あおい
23041000	斉藤 恵那
24001000	萌田 薫子
24011000	恋塚 小夢
24021000	色川 琉姫
24021010	琉姫【クリスマス】
24031000	勝木 翼
26001000	メリー・ナイトメア
26011000	橘勇魚
27001000	関谷 なる
27011000	ハナ・N・フォンテーンスタンド
27021000	笹目 ヤヤ
28001000	花小泉 杏
28011000	雲雀丘 瑠璃
28021000	久米川 牡丹
29001000	大空 遥
29011000	比嘉 かなた
29021000	トーマス・紅愛
29031000	トーマス・恵美理
30001000	ココア
30011000	チノ
30021000	リゼ
31001000	鳩谷 こはね
31011000	有馬 ひづめ
31021000	猿渡 宇希
31031000	舘島 虎徹
31041000	牛久 花和

#
# rarity: 5
#
10002000	ゆの
10002010	ゆの【クリスマス】
10012000	宮子
11002000	野々原 ゆずこ
11002010	ゆずこ【水着】
11012000	櫟井 唯
11032000	松本 頼子
12002000	丈槍 由紀
12002010	由紀【水着】
12012000	恵飛須沢 胡桃
12022000	若狭 悠里
12042000	佐倉 慈
13002000	トオル
13002010	トオル【クリスマス】
13012000	るん
13022000	ユー子【クリスマス】
13022010	ユー子
13032000	ナギ
14002000	九条 カレン
14012000	アリス【クリスマス】
14022000	大宮 忍
14032000	綾【バレンタイン】
14032010	綾【水着】
14062000	勇【お正月】
15002000	涼風 青葉
15012000	滝本 ひふみ
15012010	ひふみ【クリスマス】
15022000	はじめ【クリスマス】
15032000	ゆん【ひな祭り】
15042000	コウ【水着】
16002000	本田 珠輝
16012000	藤川 歌夜
16022000	椎奈【バレンタイン】
17002000	千矢
17002010	千矢【クリスマス】
17012000	巽 紺
17012010	紺【水着】
17022000	雪見 小梅
17022010	小梅【バレンタイン】
17032000	棗 ノノ
18002000	折部 やすな
18002010	やすな【お正月】
18012000	ソーニャ
19002000	高山 春香
19012000	園田 優
19022000	しずく【水着】
20002000	桜ノ宮 苺香
20012000	夏帆【水着】
20012010	夏帆【お正月】
20022000	星川 麻冬
21002000	一之瀬 花名
21012000	千石 冠
21032000	百地 たまて
22002000	平沢 唯
22012000	澪【バレンタイン】
22042000	中野 梓
23002000	志摩 リン
23012000	なでしこ【水着】
23012010	各務原 なでしこ
24002000	萌田 薫子
26002000	メリー・ナイトメア
26002010	メリー【クリスマス】
26012000	勇魚【ひな祭り】
27002000	関谷 なる
28002000	花小泉 杏
28012000	雲雀丘 瑠璃
29002000	大空 遥
30002000	ココア
30012000	チノ
30022000	リゼ
31002000	鳩谷 こはね
32012000	ランプ
32032000	ポルカ
32042000	コルク
32082000	アルシーヴ
32092000	シュガー
